club_name,province,city,city_source,region,website,email,phone,leagues,type,lat,lon,postal_code,place_id,geo_precision,social,contact_person,contact_note,website_status,address,formatted_address,leader,sources,source_count,row_count,oba_affiliated,team_derived,aliases,evidence_url,claimable,domain_claim_ok,domain_claim_reason,last_verified,stale,audience,needs_review
Collège Saint-Jean-Vianney (CSJV Prep),Quebec,Montreal QC,source,,csjv.ca,,514-648-3821,,,,,,,,FB /CSJVBasketball,,,,,,(school),contact-enrichment,1,1,,,Collège Saint-Jean-Vianney (CSJV Prep),,yes,yes,canadian-tld,2026-07,,youth,
Commission loisir et sport de la Baie-James,Quebec,Chapais,source,Côte-Nord,,,(418) 745-3968,,commission de loisir et sport,,,,,,,,,,,,,census-2026-07,1,1,,,Commission loisir et sport de la Baie-James,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Conseil Sport Loisir de l'Estrie,Quebec,Rock Forest,source,Estrie,,,(819) 864-0864,,regional sport council,,,,,,,,,,,,,census-2026-07,1,1,,,Conseil Sport Loisir de l'Estrie,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Corporation régionale de loisir et de sport de Lanaudière,Quebec,L'Épiphanie,source,Lanaudière,,,1-866-588-4443,,regional sport council,,,,,,,,,,,,,census-2026-07,1,1,,,Corporation régionale de loisir et de sport de Lanaudière,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Côte Saint-Luc Warriors (CSL Warriors),Quebec,Côte Saint-Luc,source,Greater Montréal — Montréal,https://cslwarriors.ca/,kevin.fuks@gmail.com,514-983-8521,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Côte Saint-Luc Warriors (CSL Warriors),https://cslwarriors.ca/,yes,yes,canadian-tld,2026-07,,youth,
Dexter's Basketball Club (DBC),Quebec,Brossard,source,Greater Montréal — Rive-Sud / Montréal,https://www.dbcmtl.org/,development@dbcmtl.org,514-312-0348,DBC Youth Basketball League (YBL); Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Dexter's Basketball Club (DBC),https://www.dbcmtl.org/aboutus,yes,,unverified-single-source-non-ca,2026-07,,youth,
DJ Sports Club,Quebec,Brossard,source,Greater Montréal — Rive-Sud / Montréal Sud-Ouest,https://www.djscmtl.org/,dexter.john@jdexter.org,514-799-8130,DBC Youth Basketball League (YBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,DJ Sports Club,https://www.djscmtl.org/basketball,yes,,unverified-single-source-non-ca,2026-07,,youth,
DOD Basketball / Club de Basket-Ball de Saint-Léonard (EMBC Avatars),Quebec,Montréal (Saint-Léonard),source,Greater Montréal — Montréal,https://dod-basketball.com/,info@dod-basketball.com,514-885-8176,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,Association de basketball de l'est de l'île de Montréal (ABEIM) | DOD Basketball / Club de Basket-Ball de Saint-Léonard (EMBC Avatars),https://macommunaute.ca/bottin-des-organismes/clubdebasketballdesaintleonard/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Downtown Community Blues (DC Blues),Quebec,Montréal (downtown),source,Greater Montréal — Montréal,,,,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Downtown Community Blues (DC Blues),https://www.basketballmontreal.org/fr/index.html,,,no-website,2026-07,,youth,
Dropoff Elite,Quebec,Montreal QC,source,,,,,NPH-D1; NPH-SL,,,,,,,IG @dropoffelite,,,,,,"Basil Rose (Dir, unverified)","contact-enrichment,ontario-circuit-list",2,2,,,Dropoff Elite,,,,no-website,2026-07,,youth,
EDEM Basketball,Quebec,Québec City,source,Capitale-Nationale,,edembasketball@gmail.com,,,unknown (listed as club/organization in PSO registry),,,,,,,,,,,,,census-2026-07,1,1,,,EDEM Basketball,https://www.publicationsports.com/ressources/files/737/Quebec-Chaudiere_appalaches.pdf,yes,,no-website,2026-07,,youth,
Elite Basketball Skills Academy (EBSA),Quebec,Châteauguay,source,Greater Montréal — Sud-Ouest,https://ebsacademy.ca/fr,admin@ebsacademy.ca,450-507-1696,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Elite Basketball Skills Academy (EBSA),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,yes,canadian-tld,2026-07,,youth,
Elite Legacy Hoops,Quebec,Saint-Jérôme,source,Greater Montréal — Laurentides,https://www.instagram.com/elitelegacyhoops,elitelegacyhoops@gmail.com,514-994-3715,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Elite Legacy Hoops,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
ESCADRON Sport-Études,Quebec,Blainville,source,Greater Montréal — Laurentides,http://escadron.com/,info@escadron.com,514-730-1466,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,ESCADRON Sport-Études,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/laurentides.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Espoirs,Quebec,"Gatineau/Outaouais, QC (cross-border, inferred)",source,,,,,EOBA Competitive Season 2025-26,,,,,,,,,,,,,,browser-sweep,1,1,,,Espoirs | Mini-Espoirs,https://tournaments-api.teamsnap.com/public/events/45924/participants,,,no-website,2025-26,,youth,
FCAWI (Filipino Community Association of the West Island),Quebec,Dollard-des-Ormeaux,source,Greater Montréal — Lac St-Louis,http://www.fcawi.ca/,jrlingon@gmail.com,514-791-0738,,multi-sport org,,,,,,,,,,,,,census-2026-07,1,1,,,FCAWI (Filipino Community Association of the West Island),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,yes,canadian-tld,2026-07,,youth,
Fusion Élite,Quebec,Saint-Eustache,source,Greater Montréal — Laurentides,,enacheadrian2000@yahoo.ca,514-261-9933,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Fusion Élite,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/laurentides.html,yes,,no-website,2026-07,,youth,
Gaiters Basketball Academy,Quebec,Sherbrooke (Lennoxville),source,"Estrie, QC",http://gaitersbasketballacademy.ca,sdunn@ubishops.ca,819-239-9488,,private academy (affiliated with Bishop's University Gaiters),,,,,,,,,,,,,census-2026-07,1,1,,,Gaiters Basketball Academy,http://gaitersbasketballacademy.ca,yes,yes,canadian-tld,2026-07,,youth,
Galaxie Basket,Quebec,Montréal,source,Greater Montréal — Montréal,https://galaxiebasket.ca/,fpoupineau@gmail.com,514-249-5658,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Galaxie Basket,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,yes,canadian-tld,2026-07,,youth,
Gilas Montréal Basketball,Quebec,Montréal,source,Greater Montréal — Montréal,,panyp_24@hotmail.com,514-573-8414,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Gilas Montréal Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,no-website,2026-07,,youth,
Granby Multi-Sports (basketball programming),Quebec,Granby,source,"Montérégie (Haute-Yamaska), QC",https://granbymultisports.ca/activite/mini-basket/,info@gmsgranby.org,450-776-8350,,multi-sport org,,,,,,,,,,,,,census-2026-07,1,2,,,Granby Multi-Sports (basketball programming) | Granby Multi-Sports (programme Basketball Indigo),https://granbymultisports.ca/activite/mini-basket/,yes,yes,canadian-tld,2026-07,,youth,
Homenetmen-GAMK Montreal (Union Générale Sportive Arménienne),Quebec,Montréal,source,Greater Montréal — Montréal,,leon.arabian@gmail.com,438-863-1017,,multi-sport org,,,,,,,,,,,,,census-2026-07,1,1,,,Homenetmen-GAMK Montreal (Union Générale Sportive Arménienne),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,no-website,2026-07,,youth,
Hoops Lab Elite,Quebec,Drummondville,source,Centre-du-Québec,https://www.hoopslabs.com/,info@hoopslabs.com,+1 438-833-5719,,private academy / camp company,,,,,,,,,,,,,census-2026-07,1,1,,,Hoops Lab Elite,https://www.hoopslabs.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Hope Basketball Québec (École Hope Basketball Québec Inc.),Quebec,Québec City,source,Capitale-Nationale,https://hopebasketballquebec.proinscription.com/,info.hopebasketballquebec@gmail.com,418-998-2223,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Hope Basketball Québec (École Hope Basketball Québec Inc.),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Institut de développement sportif de Québec,Quebec,Lac-Beauport,source,Capitale-Nationale,,melgauthier07@gmail.com,418-805-3145,,nonprofit sport institute (EMBQ-affiliated),,,,,,,,,,,,,census-2026-07,1,2,,,Institut de développement sportif de Québec,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,yes,,no-website,2026-07,,youth,
Institut de Sport Dynastie,Quebec,Montreal/Laval QC,source,,,,,,,,,,,,IG @prep.dynastie,,,,,,Alexandre Victor / Woodwendy Séraphin / Bachir Outtara (founders),contact-enrichment,1,1,,,Institut de Sport Dynastie,,,,no-website,2026-07,,youth,
Intore Canada Basketball Academy (ICBA),Quebec,Gatineau,source,"Outaouais, QC (serves Ottawa-Gatineau / National Capital Region)",https://en.icbateam.com/,basket.intorecanada@gmail.com,819-968-7496,EOBA Competitive Season 2025-26; Ottawa/Eastern Ontario league hosted on eobasketball.ca (league name not published on page),"community nonprofit (incorporated academy, corp #11580647, inc. 2019-08-21)",,,,,,,,,,,,,"browser-sweep,census-2026-07",2,2,,,Intore Canada Basketball Academy | Intore Canada Basketball Academy (ICBA),https://en.icbateam.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
L'Académie d'Alma,Quebec,Alma,source,Saguenay–Lac-Saint-Jean,,,,,community nonprofit (OBNL),,,,,,,,,,,,,census-2026-07,1,1,,,L'Académie d'Alma,https://www.lelacstjean.com/sports/592750/lacademie-dalma-un-nouveau-club-pour-developper-le-basketball-au-lac-saint-jean,,,no-website,2026-07,,youth,
LANO — Association de basket-ball de Lanaudière,Quebec,Repentigny,source,Greater Montréal — Lanaudière,https://www.lano.qc.ca/,doyona22@hotmail.com,(514) 688-5266,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,Association de Basketball de Lanaudière (LANO) | LANO — Association de basket-ball de Lanaudière,https://www.lano.qc.ca/,yes,yes,canadian-tld,2026-07,,youth,
LaSalle Leaders (Leaders Basketball Program),Quebec,Montréal (LaSalle),source,Greater Montréal — Lac St-Louis,https://leadersbasketball.com/,robert.gibbs@leadersbasketball.com,514-833-1214,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,LaSalle Leaders (Leaders Basketball Program),https://leadersbasketball.com/pages/novice,yes,,unverified-single-source-non-ca,2026-07,,youth,
Le L.A.B. (Laboratoire Athlète Basket / Espace Le Lab),Quebec,Shawinigan,source,Mauricie,https://www.espacelelab.ca/,stephanieboisvert@espacelelab.ca,819-852-5310,,community nonprofit (youth development through sport),,,,,,,,,,,,,census-2026-07,1,2,,,Le L.A.B. (Espace Le LAB) | Le L.A.B. (Laboratoire Athlète Basket / Espace Le Lab),https://www.espacelelab.ca/,yes,yes,canadian-tld,2026-07,,youth,
Les Ballons Intensifs (LBI),Quebec,"Montréal (Pointe-aux-Trembles, Montréal-Nord, LaSalle)",source,Greater Montréal — Montréal,https://www.lesballonsintensifs.com/,info@lesballonsintensifs.com,514-730-3840,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Les Ballons Intensifs (LBI),https://www.lesballonsintensifs.com/les-ballons-intensifs/notre-histoire/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Les Événements Area Courts,Quebec,Montréal,source,Greater Montréal — Montréal,https://www.areacourts.com/,wilber.toribio@areacourts.com,514-923-5464,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Les Événements Area Courts,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Loic Hoops,Quebec,Saint-Philippe,source,Greater Montréal — Rive-Sud,https://loichoops.com/,info@loichoops.com,438-821-7448,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Loic Hoops,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Loisir et sport Montérégie,Quebec,Saint-Hyacinthe,source,Richelieu-Yamaska,,,(450) 773-9802,,Regional sport/leisure body,,,,,,,,,,,,,census-2026-07,1,1,,,Loisir et sport Montérégie,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
LRMBR — Ligue Récréative de Mini-Basket Régionale / Sonic de Sorel-Tracy,Quebec,Sorel-Tracy,source,"Montérégie (Pierre-De Saurel), QC",https://lrmbrsonic.square.site,lrmbr.sonic@gmail.com,450-846-5205,LRMBR (its own recreational mini-basket league); LRMBR (operates its own recreational mini-basket league); Ligue Basketball Québec (LBQ) — implied for Sonic novice/mini A-AA (article: 'Basketball Québec nous oblige à mettre nos équipes mini dans deux catégories différentes'),community nonprofit (league operator + competitive club),,,,,,,,,,,,,census-2026-07,1,1,,,LRMBR — Ligue Récréative de Mini-Basket Régionale / Sonic de Sorel-Tracy,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/richelieu-yamaska.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Lynx Basketball de Saint-Hubert,Quebec,Longueuil (Saint-Hubert),source,Greater Montréal — Rive-Sud,https://lynx-st-hubert.com/,sbazile@outlook.fr,438-831-1045,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Lynx Basketball de Saint-Hubert,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Maison des Jeunes de LaSalle,Quebec,Montréal (LaSalle),source,Greater Montréal — Lac St-Louis,,,514-788-3938,,multi-sport org,,,,,,,,,,,,,census-2026-07,1,1,,,Maison des Jeunes de LaSalle,https://www.basketball.qc.ca/fr/page/clubs_et_organisations/ou_jouer.html,yes,,no-website,2026-07,,youth,
MBS Basketball (École de basketball de Modibo),Quebec,Québec City,source,Capitale-Nationale,https://www.mbsbasketball.ca/,modibo@mbsbasketball.ca,418-953-7504,,private academy,,,,,,,,,,,,,census-2026-07,1,2,,,MBS Basketball (MBS Basketball Training Club) | MBS Basketball (École de basketball de Modibo),https://www.mbsbasketball.ca/,yes,yes,canadian-tld,2026-07,,youth,
Milan Made,Quebec,Brossard,source,Greater Montréal — Rive-Sud,,jackpetricich@gmail.com,438-886-6677,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Milan Made,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,,no-website,2026-07,,youth,
Miller Basketball Academy,Quebec,Laval,source,Greater Montréal — Laval,https://millerbasketballacademy.ca/,bobbymtraining@gmail.com,514-623-1313,Circuit Basketball Québec (CBQ); Miller Basketball Academy leagues (house),private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Miller Basketball Academy,https://millerbasketballacademy.ca/,yes,yes,canadian-tld,2026-07,,youth,
Mini Basket Warwick,Quebec,Warwick,source,Centre-du-Québec,https://villedewarwick.quebec/activites-automne-2025/mini-basket-2/,karinecourchesne@yahoo.ca,819-806-9737,,community/municipal program,,,,,,,,,,,,,census-2026-07,1,1,,,Mini Basket Warwick,http://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/centre-du-quebec.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Mini Indigo / Relève Indigo (Cégep de Granby),Quebec,Granby,source,"Montérégie (Haute-Yamaska), QC",https://cegepgranby.ca/mini-indigo-et-releve-indigo/,medesbiens@cegepgranby.qc.ca,,,institution-run community youth program (cégep),,,,,,,,,,,,,census-2026-07,1,1,,,Mini Indigo / Relève Indigo (Cégep de Granby),https://cegepgranby.ca/mini-indigo-et-releve-indigo/,yes,yes,canadian-tld,2026-07,,youth,
Mo-Sports,Quebec,"Montréal (Villeray, St-Michel, Parc-Extension, Montréal-Nord, St-Léonard)",source,Greater Montréal — Montréal,,,514-207-1814,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Mo-Sports,https://www.basketball.qc.ca/fr/page/clubs_et_organisations/ou_jouer.html,yes,,no-website,2026-07,,youth,
Monarques de Montréal,Quebec,Montréal,source,Greater Montréal — Montréal,http://monarquesmtl.com/,monarques@hotmail.com,514-573-7709,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Monarques de Montréal,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Montreal Community Cares Foundation / Red Rush Basketball,Quebec,Montréal (LaSalle),source,Greater Montréal — Lac St-Louis,http://www.montrealcommunitycares.com,dreid@montrealcommunitycares.com,514-816-6232,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Montreal Community Cares Foundation / Red Rush Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Montreal Marquis Basketball Club,Quebec,Montréal (Côte Saint-Luc),source,Greater Montréal — Montréal,,edtupaz@videotron.ca,514-239-4954,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Montreal Marquis Basketball Club,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,no-website,2026-07,,youth,
Montreal Prospects Basketball,Quebec,"Montréal (east end: Montréal-Nord, St-Léonard, Anjou, Pointe-aux-Trembles)",source,Greater Montréal — Montréal,https://basketball.exposureevents.com/organizations/27817/montreal-prospects-basketball,,514-616-5819,,private academy,,,,,,FB @exposurebasketballevents; IG @mtl_prospects,,,,,,,"census-2026-07,website-scrape",2,2,,,Montreal Prospects Basketball,https://journalmetro.com/local/saint-leonard/2311002/une-equipe-de-basketball-elite-pour-lest-de-montreal/,yes,yes,website-corroborated,2026-07,,youth,
Montreal United,Quebec,Montréal,source,Greater Montréal — Montréal,http://www.montrealunited.ca,info@montrealunited.ca,514-594-3128,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Montreal United,http://www.montrealunited.ca,yes,yes,canadian-tld,2026-07,,youth,
MTG Basketball,Quebec,Sainte-Marthe-sur-le-Lac,source,Greater Montréal — Laurentides,http://www.mtgbasketball.com,info@mtgbasketball.com,450-280-1056,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,MTG Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/laurentides.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
