Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Bedford Minor Basketball Association (Bedford Eagles),Nova Scotia,"Halifax Regional Municipality, NS",Bedford,,,bmbaregistration@gmail.com,https://www.bedfordeagles.ca/,Brian Allt — club contact per Basketball Nova Scotia registry (also coaches an MBA Eagles team); role title not published,House league U10-U18 boys & girls; 'Bedford Elite' rep/competitive program with tryouts across age groups; U10 Bedford Elite camp,Metro Basketball Association (MBA); BNS Provincial Club Championships,"Multiple Eagles teams (e.g. Allt, Hyacinth, Mahmoud, Livingstone) listed in MBA U12-U16 divisions on mbans.ca; house league is internal",community nonprofit,"RAMP InterActive (website, registration, official assigning, team app); registrar email bmbaregistrar@gmail.com on site",verified,https://basketballnovascotia.ca/content/member-clubs,"BNS member club, Central Region"
Express Basketball Club (Express Basketball Academy),Nova Scotia,"Halifax Regional Municipality, NS",Halifax (Spryfield),,,info.expressbasketball@gmail.com,https://expressbasketball.ca/,Abigail Stewart — club contact per Basketball Nova Scotia registry; role title not published,Competitive and developmental teams U10-U16 boys & girls; established 1999; serves Spryfield and surrounding loop to Sambro; low registration costs,Metro Basketball Association (MBA),Site references MBANS competitive play for its teams,community nonprofit,"RAMP InterActive (website, registration, official assigning, team app)",primary,https://basketballnovascotia.ca/content/member-clubs,"Listed as 'Express Basketball Academy' in BNS registry but self-describes as a community club, est. 1999 — not a private academy"
North Preston Minor Basketball (North Preston Bulls),Nova Scotia,"Halifax Regional Municipality, NS",North Preston,,,northprestonbulls@gmail.com,https://www.instagram.com/north_preston_bulls/,Corvell Beals — club contact per Basketball Nova Scotia registry; role title not published,Youth teams from U10 up; competes in community events like the East Preston Easter Classic,Metro Basketball Association (MBA),MBA participation reported via mbans.ca division pages and Pacers-vs-Bulls tournament footage,community nonprofit,,primary,https://basketballnovascotia.ca/content/member-clubs,"Instagram: north_preston_bulls. MBA membership rated reported-strength (division-page evidence, no club page)"
Halifax Prep (Ming Athletics / Halifax Basketball Inc.),Nova Scotia,"Halifax Regional Municipality, NS",Halifax,"1496 Bedford Hwy, Bedford, NS B4A 1E4",902-457-6633,admin@mingathleticsmail.com,https://halifaxprep.com/,"Naofall 'Ming' Folahan — President, Co-Founder & Head Coach (former Wagner College D1 player, NBL Canada); co-founded with wife Stephanie Folahan; operated via M7NG Company / Halifax Basketball Inc.","Prep (high-school-age) elite travel teams with national livestreamed schedule and scouting exposure; youth skills camps; ~$5,000/yr tuition incl. full facility access; in-house trainers, massage therapist, barber; 100% graduation rate claimed. Founded 2017; facility = converted former Olympia Theatre building (basketball-only); early roots reported in Spryfield","National Preparatory Association (NPA) — Nova Scotia's only member; National Senior Circuit (NSC Platinum, 2020-21 season); National Preparatory Association (NPA); National Senior Circuit (NSC Platinum, 2020-21)",Senior prep team in NPA national schedule; NSC Platinum entry announced for 2020-21,private academy,,verified,https://www.cbc.ca/news/canada/nova-scotia/halifax-basketball-club-vandalism-struggles-for-acceptance-1.5973342,"halifaxprep.com and mingathletics.com both failed DNS at research time — verify current operating status before outreach; CBC (Mar 2021) covered the club's facility vandalism and $5K/yr model | Type: private academy/prep program (Halifax Prep Basketball Inc., founded 2017, based in Spryfield; brands: Ming Athletics, Halifax Basketball). Principal + email verified from archived mingathletics.com About page (web.archive.org/web/20191206032913/https://mingathletics.com/about-us) — email is 2019-vintage, treat as stale. STATUS WARNING: all three domains dead/blocked as of 2026-07-14 (halifaxprep.com + mingathletics.com no DNS; halifaxbasketball.com hard 403); last independent coverage ~2021-22 (CBC vandalism story cbc.ca/news/canada/nova-scotia/halifax-basketball-club-vandalism-struggles-for-acceptance-1.5973342; wagner.edu/wagnermagazine/mings-next-chapter/). Possibly defunct or rebranded — verify before outreach. Not on current Basketball NS member-club list (basketballnovascotia.ca/content/member-clubs). Advisory board (2019 archive of halifaxprep.com/hp-board): Dr. Robert Abraham, Kurt Benson, Shaun Carvery, Kevin Springer, Thane Smith. | Also listed as: Halifax Prep (Ming Athletics)"
Kings Minor Basketball Association (KMBA Gators),Nova Scotia,Annapolis Valley,"Coldbrook/Berwick area (serves Coldbrook, Cambridge, Somerset, Berwick)",,902-678-8466,,https://kmbagators.wixsite.com/kmba,Kevin Hayes — registration contact (role not published),"Community basketball ages 5+; long-term athletic development focus; games at New Minas, Port Williams, Windsor Elementary",,Local Valley play; 'Kings County Basketball u18' appears in session-format game vs Pictou County Lightning (league unconfirmed),community nonprofit,Wix website; BNS registration via RAMP,primary,https://kmbagators.wixsite.com/kmba,
Kings Minor Basketball Association (KMBA Gators),Nova Scotia,Rest of Nova Scotia,Berwick / Coldbrook (western Kings County),,,tanya.berry@gbstech.com,https://kmbagators.wixsite.com/kmba,Tanya Berry — club contact (BNS member registry),"Serves Coldbrook, Cambridge, Somerset, Berwick 'and all points in between'; Quickstart ages 5-7, U10 (8-9) and up; season October through BNS provincial tournaments (Mar-Apr); home gyms in Berwick, Coldbrook, Somerset",BNS Provincial Club Championships,Season ends at BNS provincial tournaments (club site),community nonprofit,Wix website; registration platform not identified,primary,https://kmbagators.wixsite.com/kmba,
East Hants Havoc (East Hants Basketball Society),Nova Scotia,Fundy (East Hants),Shubenacadie / East Hants,,902-750-0619,,http://www.ehhavoc.org/,,Volunteer-run society; Havoc Recreational League (equal-playing-time house league; registration delayed to 2025 for volunteer shortage); has fielded competitive teams (e.g. Havoc U16),,Rec league in-house; U16 competitive games evidenced vs club opponents (video vs 'AoT Storm'),community nonprofit,"TeamLinkt (explicitly switched FROM TeamSnap, citing preference for a Canadian company)",primary,http://www.ehhavoc.org/havoc/EHBSMissionVisionValues,KEY COMPETITIVE INTEL: publicly announced TeamSnap→TeamLinkt migration on 'support Canadian company' grounds — exactly the switching narrative SportsHub competes in.
Pictou County Raptors Basketball Association,Nova Scotia,Rest of Nova Scotia,New Glasgow / Pictou County,,,sports3taxi@hotmail.com,https://www.basketballnovascotia.ca/team/pictou-county-raptors-2/,Maureen MacDonald — club contact (BNS member registry),"Rep teams including U14 girls (BNS U14 Girls Division 1, 2026)",BNS Provincial Club Championships; BNS Provincial Club Championships (U12 / U14 / U16-U18 Provincials),U14 girls team in BNS League Play / Provincials Division 1 (2026 BNS team page),community nonprofit,,primary,https://basketballnovascotia.ca/content/member-clubs,Second Pictou County club alongside the Lightning
South Shore Lightning Basketball Association,Nova Scotia,South Shore,Bridgewater / Hebbville area (Lunenburg County),"15736B Highway 3, Hebbville, NS B4V 6Z7",902-350-0027,southshorelightning@gmail.com,https://southshorelightning.ca/,,"Club/rep teams U12, U15, U16/17; Junior Lightning camps; 3-week summer program; Jr NBA program; private training offering",Atlantic Elite Basketball League (AEBL),"Published mapping: AEBL winter season U8-U14 B/G (Nov-Apr, 18 games in monthly weekend 3-game sessions); AEBL summer U8-U18 B/G (May-Aug, 15 games); games between Bridgewater, Hebbville, HRM and Valley",community nonprofit,WordPress site with built-in registration; platform vendor not identified,primary,https://southshorelightning.ca/,"Second South Shore club alongside Surf; AEBL-anchored with a training-business flavor (private training). Not on current BNS registry page — verify membership. | Type: rep/club program; registered non-profit founded October 2021 (source: https://southshorelightning.ca/about-club/). Full contact incl. fax 902-677-2731 from https://southshorelightning.ca/contacts/. No president/ED named anywhere on site; staff directory (https://southshorelightning.ca/directory/south-shore-lightning-staff/) lists Bre Haley (Coach/Consultant), Elijah Bond (Coach U14 Boys), Ryan Grezaud (Coach U12 Boys). Competitive intel: registration is self-hosted WPForms on their WordPress site (credit card / e-Transfer / cash) — NO incumbent platform (not RAMP/TeamLinkt/TeamSnap), source: https://southshorelightning.ca/registration/. Programs U8–U18 incl. paid private training and summer camps; games span Bridgewater/Hebbville/HRM/Valley."
Antigonish Minor Basketball Association (AMBA),Nova Scotia,Rest of Nova Scotia,Antigonish,"P.O. Box 1241, Antigonish, NS B2G 2L6",,antigonishbasketball@gmail.com,https://playfinder.ca/Org/AntBkblAMBB,Geoff Spencer — president (2025-26 executive board),"40+ years serving ages 5-13: Saturday Skills program ($140 base registration), free Girls Basketball Basics for beginners, recreational play, and competitive team play via the Junior X program (five programs total)",BNS Provincial Club Championships; Atlantic Elite Basketball League (AEBL),Junior X competitive teams; AEBL runs Antigonish winter+spring session hubs (AEBL founder Tyrell Vernon is StFX head coach) — direct AMBA team entry into AEBL not published,community nonprofit,PlayFinder / My Sport Hub (mysporthub.ca) for schedules; Facebook for comms,verified,https://basketballnovascotia.ca/content/member-clubs,"2025-26 board: President Geoff Spencer, Treasurer/Registrar Patrick Withey, Secretary Greg Hadley, Programming Coordinator Bill Hannah, Gear Coordinator Eric Connolly | Also listed as: Antigonish Minor Basketball Association"
Thunder Selects Basketball (Halifax Thunder),Nova Scotia,"Halifax Regional Municipality, NS",Halifax,,902-471-4023,,https://www.thunderselects.ca/,Brandon Rafuse — Founder & Director,"Girls-only (U21 and younger): ELITE summer team program, ACADEMY/NEXT/Hoop School skills training, East Coast Invitational event, Halifax Thunder Fall League; alumni placed at 23 Canadian universities","Halifax Thunder Fall League (own league); Maritime Women's Basketball Association (MWBA — senior Halifax Thunder team; adult league, noted for context)",Youth girls teams play in program's own summer/fall circuits and tournaments; senior Halifax Thunder team won MWBA Legacy Cup 2023 & 2024,private academy,uKit website (built by SKYSAIL); email obfuscated on site,verified,https://www.thunderselects.ca/,
Truro Titans Youth Basketball Association,Nova Scotia,Rest of Nova Scotia,Truro,"PO Box 25002, 179 Esplanade St., Truro, NS B2N 7B8",902-843-9306,trurotitansbasketball@gmail.com,https://trurotitansbasketball.net,Kevin Jones — Coordinator/President,U10 & U12 programs with 3v3 intrasquad and 4v4/5v5 competitive exhibition games; older rep teams entered in MBA (U12 'Robson' and a U16 boys 'Preiss' team on 2025-26 MBA site),Metro Basketball Association (MBA / Metro Basketball League); BNS Provincial Club Championships,Truro Titans - Robson (U12) and Truro Titans - Preiss (U16 boys) listed on mbans.ca 2025-26; club states U10 & U12 teams enter the MBA,community nonprofit,"RAMP InterActive website (trurotitansbasketball.net — DNS intermittently unresolvable); formerly GOALLINE (trurotitansbasketball.ca, dead)",primary,https://mbans.ca/team/4532/922/10347/117160,"A search-snippet claim naming a president could not be verified against a live page — omitted. Notably NOT on the 2025-26 BNS member-club list (Colchester Basketball Association is the listed Truro-area member) | Type: community rep/club association (volunteer not-for-profit, U7–U18 competitive). Phone + email confirmed on current-generation RAMP site footer (archived Jul 2025: web.archive.org/web/20250717114401/https://trurotitansbasketball.net/). Address + full executive from association's 2019 record-check letter on prior GOALLINE site (web.archive.org/web/20220507131242/http://trurotitansbasketball.ca/page.php?page_id=116826): Pres. Kevin Jones, VP Jan Murray, Financial Officer Valerie Patterson, Members-at-Large David Barrington & Robert Ritacco — executive names are 2019-vintage, may be stale. Platform intel: migrated GOALLINE -> RAMP InterActive. WARNING: trurotitansbasketball.net has no DNS as of 2026-07-14 (site may be lapsed); teams still appear in Metro Basketball Association (RAMP, mbans.ca). Not on current BNS member-club list (nearby Colchester Basketball Association is)."
